Timestamp,Autorizador,Autorizacao4,Status Serviço
2024-08-31 19:33:41.456248,PE,2,2
2024-08-31 19:33:41.456248,PR,2,2
2024-08-31 19:33:41.456248,RS,2,2
2024-08-31 19:33:41.456248,SP,2,2
2024-08-31 19:33:41.456248,SVAN,2,2
2024-08-31 19:33:41.456248,SVRS,2,2
2024-08-31 19:33:41.456248,SVC-AN,2,2
2024-08-31 19:33:41.456248,SVC-RS,2,2
2024-08-31 20:03:42.562837,AM,2,2
2024-08-31 20:03:42.562837,BA,2,2
2024-08-31 20:03:42.562837,GO,2,2
2024-08-31 20:03:42.562837,MG,2,2
2024-08-31 20:03:42.562837,MS,2,2
2024-08-31 20:03:42.562837,MT,2,2
2024-08-31 20:03:42.562837,PE,2,2
2024-08-31 20:03:42.562837,PR,2,2
2024-08-31 20:03:42.562837,RS,2,2
2024-08-31 20:03:42.562837,SP,2,2
2024-08-31 20:03:42.562837,SVAN,2,2
2024-08-31 20:03:42.562837,SVRS,2,2
2024-08-31 20:03:42.562837,SVC-AN,2,2
2024-08-31 20:03:42.562837,SVC-RS,2,2
